acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,st_level,structure_id_path
dcm,f2f1f0,1036,522,dorsal commissure of the spinal cord,932,,/997/1009/967/792/932/522/
vc,f2f1f0,1037,858,ventral commissure of the spinal cord,932,,/997/1009/967/792/932/858/
fpr,f2f1f0,1038,586,fasciculus proprius,932,,/997/1009/967/792/932/586/
dc,f2f1f0,1039,514,dorsal column,932,,/997/1009/967/792/932/514/
cuf,f2f1f0,1040,380,cuneate fascicle,514,,/997/1009/967/792/932/514/380/
grf,f2f1f0,1041,388,gracile fascicle,514,,/997/1009/967/792/932/514/388/
iaf,f2f1f0,1042,396,internal arcuate fibers,514,,/997/1009/967/792/932/514/396/
ml,f2f1f0,1043,697,medial lemniscus,932,,/997/1009/967/792/932/697/
sst,f2f1f0,1044,871,spinothalamic tract,967,,/997/1009/967/871/
sttl,f2f1f0,1045,29,lateral spinothalamic tract,871,,/997/1009/967/871/29/
sttv,f2f1f0,1046,389,ventral spinothalamic tract,871,,/997/1009/967/871/389/
scrt,f2f1f0,1047,245,spinocervical tract,871,,/997/1009/967/871/245/
sop,f2f1f0,1048,261,spino-olivary pathway,871,,/997/1009/967/871/261/
srp,f2f1f0,1049,270,spinoreticular pathway,871,,/997/1009/967/871/270/
svp,f2f1f0,1050,293,spinovestibular pathway,871,,/997/1009/967/871/293/
stp,f2f1f0,1051,277,spinotectal pathway,871,,/997/1009/967/871/277/
shp,f2f1f0,1052,253,spinohypothalamic pathway,871,,/997/1009/967/871/253/
step,f2f1f0,1053,285,spinotelenchephalic pathway,871,,/997/1009/967/871/285/
hht,f2f1f0,1054,627,hypothalamohypophysial tract,285,,/997/1009/967/871/285/627/
cbf,f2f1f0,1055,960,cerebellum related fiber tracts,1009,,/997/1009/960/
cbc,f2f1f0,1056,744,cerebellar commissure,960,,/997/1009/960/744/
cbp,f2f1f0,1057,752,cerebellar peduncles,960,,/997/1009/960/752/
scp,f2f1f0,1058,326,superior cerebelar peduncles,752,,/997/1009/960/752/326/
dscp,f2f1f0,1059,812,superior cerebellar peduncle decussation,326,,/997/1009/960/752/326/812/
sct,f2f1f0,1060,85,spinocerebellar tract,812,,/997/1009/960/752/326/812/85/
uf,f2f1f0,1061,850,uncinate fascicle,326,,/997/1009/960/752/326/850/
sctv,f2f1f0,1062,866,ventral spinocerebellar tract,326,,/997/1009/960/752/326/866/
mcp,f2f1f0,1063,78,middle cerebellar peduncle,752,,/997/1009/960/752/78/
icp,f2f1f0,1064,1123,inferior cerebellar peduncle,752,,/997/1009/960/752/1123/
sctd,f2f1f0,1065,553,dorsal spinocerebellar tract,1123,,/997/1009/960/752/1123/553/
cct,f2f1f0,1066,499,cuneocerebellar tract,1123,,/997/1009/960/752/1123/499/
jrb,f2f1f0,1067,650,juxtarestiform body,1123,,/997/1009/960/752/1123/650/
bct,f2f1f0,1068,490,bulbocerebellar tract,1123,,/997/1009/960/752/1123/490/
oct,f2f1f0,1069,404,olivocerebellar tract,490,,/997/1009/960/752/1123/490/404/
rct,f2f1f0,1070,410,reticulocerebellar tract,490,,/997/1009/960/752/1123/490/410/
tct,f2f1f0,1071,373,trigeminocerebellar tract,752,,/997/1009/960/752/373/
arb,f2f1f0,1072,728,arbor vitae,960,,/997/1009/960/728/
lfbs,f2f1f0,1073,983,lateral forebrain bundle system,1009,,/997/1009/983/
cc,f2f1f0,1074,776,corpus callosum,983,,/997/1009/983/776/
fa,f2f1f0,1075,956,"corpus callosum, anterior forceps",776,,/997/1009/983/776/956/
ec,f2f1f0,1076,579,external capsule,956,,/997/1009/983/776/956/579/
ee,f2f1f0,1077,964,"corpus callosum, extreme capsule",776,,/997/1009/983/776/964/
ccg,f2f1f0,1078,1108,genu of corpus callosum,776,,/997/1009/983/776/1108/
fp,f2f1f0,1079,971,"corpus callosum, posterior forceps",776,,/997/1009/983/776/971/
ccr,f2f1f0,1080,979,"corpus callosum, rostrum",776,,/997/1009/983/776/979/
ccs,f2f1f0,1081,986,"corpus callosum, splenium",776,,/997/1009/983/776/986/
cst,f2f1f0,1082,784,corticospinal tract,983,,/997/1009/983/784/
int,f2f1f0,1083,6,internal capsule,784,,/997/1009/983/784/6/
cpd,f2f1f0,1084,924,cerebal peduncle,784,,/997/1009/983/784/924/
cte,f2f1f0,1085,1036,corticotectal tract,784,,/997/1009/983/784/1036/
crt,f2f1f0,1086,1012,corticorubral tract,784,,/997/1009/983/784/1012/
cpt,f2f1f0,1087,1003,corticopontine tract,784,,/997/1009/983/784/1003/
cbt,f2f1f0,1088,994,corticobulbar tract,784,,/997/1009/983/784/994/
py,f2f1f0,1089,190,pyramid,784,,/997/1009/983/784/190/
pyd,f2f1f0,1090,198,pyramidal decussation,784,,/997/1009/983/784/198/
cstc,f2f1f0,1091,1019,"corticospinal tract, crossed",784,,/997/1009/983/784/1019/
cstu,f2f1f0,1092,1028,"corticospinal tract, uncrossed",784,,/997/1009/983/784/1028/
lfbst,f2f1f0,1093,896,thalamus related,983,,/997/1009/983/896/
em,f2f1f0,1094,1092,external medullary lamina of the thalamus,896,,/997/1009/983/896/1092/
im,f2f1f0,1095,14,internal medullary lamina of the thalamus,896,,/997/1009/983/896/14/
mtc,f2f1f0,1096,86,middle thalamic commissure,896,,/997/1009/983/896/86/
tp,f2f1f0,1097,365,thalamic peduncles,896,,/997/1009/983/896/365/
eps,f2f1f0,1098,1000,extrapyramidal fiber systems,1009,,/997/1009/1000/
epsc,f2f1f0,1099,760,cerebral nuclei related,1000,,/997/1009/1000/760/
pap,f2f1f0,1100,142,pallidothalmic pathway,760,,/997/1009/1000/760/142/
nst,f2f1f0,1101,102,nigrostriatal tract,760,,/997/1009/1000/760/102/
ntt,f2f1f0,1102,109,nigrothalamic fibers,760,,/997/1009/1000/760/109/
ptf,f2f1f0,1103,134,pallidotegmental fascicle,760,,/997/1009/1000/760/134/
snp,f2f1f0,1104,309,striatonigral pathway,760,,/997/1009/1000/760/309/
stf,f2f1f0,1105,317,subthalamic fascicle,760,,/997/1009/1000/760/317/
tsp,f2f1f0,1106,877,tectospinal pathway,1000,,/997/1009/1000/877/
tspd,f2f1f0,1107,1051,direct tectospinal pathway,877,,/997/1009/1000/877/1051/
dtd,f2f1f0,1108,1060,doral tegmental decussation,877,,/997/1009/1000/877/1060/
tspc,f2f1f0,1109,1043,crossed tectospinal pathway,877,,/997/1009/1000/877/1043/
rust,f2f1f0,1110,863,rubrospinal tract,1000,,/997/1009/1000/863/
vtd,f2f1f0,1111,397,ventral tegmental decussation,863,,/997/1009/1000/863/397/
rrt,f2f1f0,1112,221,rubroreticular tract,863,,/997/1009/1000/863/221/
ctb,f2f1f0,1113,736,central tegmental bundle,1000,,/997/1009/1000/736/
rst,f2f1f0,1114,855,retriculospinal tract,1000,,/997/1009/1000/855/
rstl,f2f1f0,1115,205,"retriculospinal tract, lateral part",855,,/997/1009/1000/855/205/
rstm,f2f1f0,1116,213,"retriculospinal tract, medial part",855,,/997/1009/1000/855/213/
vsp,f2f1f0,1117,941,vestibulospinal pathway,1000,,/997/1009/1000/941/
mfbs,f2f1f0,1118,991,medial forebrain bundle system,1009,,/997/1009/991/
mfbc,f2f1f0,1119,768,cerebrum related,991,,/997/1009/991/768/
amc,f2f1f0,1120,884,amygdalar capsule,768,,/997/1009/991/768/884/
apd,f2f1f0,1121,892,ansa peduncularis,768,,/997/1009/991/768/892/
act,f2f1f0,1122,908,"anterior commissure, temporal limb",768,,/997/1009/991/768/908/
cing,f2f1f0,1123,940,cingulum bundle,768,,/997/1009/991/768/940/
fxs,f2f1f0,1124,1099,fornix system,768,,/997/1009/991/768/1099/
alv,f2f1f0,1125,466,alveus,1099,,/997/1009/991/768/1099/466/
df,f2f1f0,1126,530,dorsal fornix,1099,,/997/1009/991/768/1099/530/
fi,f2f1f0,1127,603,fimbria,1099,,/997/1009/991/768/1099/603/
fxprg,f2f1f0,1128,745,"precommissural fornix, general",1099,,/997/1009/991/768/1099/745/
db,f2f1f0,1129,420,precommissural fornix diagonal band,745,,/997/1009/991/768/1099/745/420/
fxpo,f2f1f0,1130,737,postcommissural fornix,1099,,/997/1009/991/768/1099/737/
mct,f2f1f0,1131,428,medial corticohypothalmic tract,737,,/997/1009/991/768/1099/737/428/
fx,f2f1f0,1132,436,columns of the fornix,737,,/997/1009/991/768/1099/737/436/
hc,f2f1f0,1133,618,hippocampal commissures,1099,,/997/1009/991/768/1099/618/
dhc,f2f1f0,1134,443,dorsal hippocampal commissure,618,,/997/1009/991/768/1099/618/443/
vhc,f2f1f0,1135,449,ventral hippocampal commissure,618,,/997/1009/991/768/1099/618/449/
per,f2f1f0,1136,713,perforant path,1099,,/997/1009/991/768/1099/713/
ab,f2f1f0,1137,474,angular path,1099,,/997/1009/991/768/1099/474/
lab,f2f1f0,1138,37,longitudinal association bundle,768,,/997/1009/991/768/37/
st,f2f1f0,1139,301,stria terminalis,768,,/997/1009/991/768/301/
mfsbshy,f2f1f0,1140,824,hypothalamus related,991,,/997/1009/991/824/
mfb,f2f1f0,1141,54,medial forebrain bundle,824,,/997/1009/991/824/54/
vlt,f2f1f0,1142,405,ventrolateral hypothalamic tract,824,,/997/1009/991/824/405/
poc,f2f1f0,1143,174,preoptic commissure,824,,/997/1009/991/824/174/
sup,f2f1f0,1144,349,supraoptic commissures,824,,/997/1009/991/824/349/
supa,f2f1f0,1145,817,"supraoptic commissures, anterior",349,,/997/1009/991/824/349/817/
supd,f2f1f0,1146,825,"supraoptic commissures, dorsal",349,,/997/1009/991/824/349/825/
supv,f2f1f0,1147,833,"supraoptic commissures, ventral",349,,/997/1009/991/824/349/833/
pmx,f2f1f0,1148,166,premammillary commissure,824,,/997/1009/991/824/166/
smd,f2f1f0,1149,341,supramammillary decussation,824,,/997/1009/991/824/341/
php,f2f1f0,1150,182,propriohypothalamic pathways,824,,/997/1009/991/824/182/
phpd,f2f1f0,1151,762,"propriohypothalamic pathways, dorsal",182,,/997/1009/991/824/182/762/
phpl,f2f1f0,1152,770,"propriohypothalamic pathways, lateral",182,,/997/1009/991/824/182/770/
phpm,f2f1f0,1153,779,"propriohypothalamic pathways, medial",182,,/997/1009/991/824/182/779/
phpv,f2f1f0,1154,787,"propriohypothalamic pathways, ventral",182,,/997/1009/991/824/182/787/
pvbh,f2f1f0,1155,150,periventricular bundle of the hypothalamus,824,,/997/1009/991/824/150/
mfbsma,f2f1f0,1156,46,mammillary related,824,,/997/1009/991/824/46/
pm,f2f1f0,1157,753,principal mammillary tract,46,,/997/1009/991/824/46/753/
mtt,f2f1f0,1158,690,mammilothalmic tract,46,,/997/1009/991/824/46/690/
mtg,f2f1f0,1159,681,mammillotegmental tract,46,,/997/1009/991/824/46/681/
mp,f2f1f0,1160,673,mammillary peduncle,46,,/997/1009/991/824/46/673/
mfbst,f2f1f0,1161,1068,dorsal thalamus related,824,,/997/1009/991/824/1068/
pvbt,f2f1f0,1162,722,periventricular bundle of the thalamus,1068,,/997/1009/991/824/1068/722/
mfbse,f2f1f0,1163,1083,epithalamus related,824,,/997/1009/991/824/1083/
sm,f2f1f0,1164,802,stria medullaris,1083,,/997/1009/991/824/1083/802/
fr,f2f1f0,1165,595,fasciculus retroflexus,1083,,/997/1009/991/824/1083/595/
hbc,f2f1f0,1166,611,habenular commissure,1083,,/997/1009/991/824/1083/611/
PIS,f2f1f0,1167,730,pineal stalk,1083,,/997/1009/991/824/1083/730/
mfbsm,f2f1f0,1168,70,midbrain related,824,,/997/1009/991/824/70/
dlf,f2f1f0,1169,547,dorsal longitudinal fascicle,70,,/997/1009/991/824/70/547/
dtt,f2f1f0,1170,563,dorsal tegmental tract,70,,/997/1009/991/824/70/563/
VS,f2f1f0,1171,73,ventricular systems,997,,/997/73/
VL,f2f1f0,1172,81,lateral ventricle,73,,/997/73/81/
RC,f2f1f0,1173,89,rhinocele,81,,/997/73/81/89/
SEZ,f2f1f0,1174,98,subependymal zone,81,,/997/73/81/98/
chpl,f2f1f0,1175,108,choroid plexus,81,,/997/73/81/108/
chfl,f2f1f0,1176,116,choroid fissure,81,,/997/73/81/116/
IVF,f2f1f0,1177,124,interventricular foramen,73,,/997/73/124/
V3,f2f1f0,1178,129,third ventricle,73,,/997/73/129/
AQ,f2f1f0,1179,140,cerebral aqueduct,73,,/997/73/140/
V4,f2f1f0,1180,145,fourth ventricle,73,,/997/73/145/
V4r,f2f1f0,1181,153,lateral recess,145,,/997/73/145/153/
c,f2f1f0,1182,164,"central canal, spinal cord/medulla",73,,/997/73/164/
grv,f2f1f0,1183,1024,grooves,997,,/997/1024/
grv of CTX,f2f1f0,1184,1032,grooves of the cerebral cortex,1024,,/997/1024/1032/
eg,f2f1f0,1185,1055,endorhinal groove,1032,,/997/1024/1032/1055/
hf,f2f1f0,1186,1063,hippocampal fissure,1032,,/997/1024/1032/1063/
rf,f2f1f0,1187,1071,rhinal fissure,1032,,/997/1024/1032/1071/
ri,f2f1f0,1188,1078,rhinal incisure,1032,,/997/1024/1032/1078/
grv of CBX,f2f1f0,1189,1040,grooves of the cerebellar cortex,1024,,/997/1024/1040/
pce,f2f1f0,1190,1087,precentral fissure,1040,,/997/1024/1040/1087/
pcf,f2f1f0,1191,1095,preculminate fissure,1040,,/997/1024/1040/1095/
pri,f2f1f0,1192,1103,primary fissure,1040,,/997/1024/1040/1103/
psf,f2f1f0,1193,1112,posterior superior fissure,1040,,/997/1024/1040/1112/
ppf,f2f1f0,1194,1119,prepyramidal fissure,1040,,/997/1024/1040/1119/
sec,f2f1f0,1195,3,secondary fissure,1040,,/997/1024/1040/3/
plf,f2f1f0,1196,11,posterolateral fissure,1040,,/997/1024/1040/11/
nf,f2f1f0,1197,18,nodular fissure,1040,,/997/1024/1040/18/
sif,f2f1f0,1198,25,simple fissure,1040,,/997/1024/1040/25/
icf,f2f1f0,1199,34,intercrural fissure,1040,,/997/1024/1040/34/
apf,f2f1f0,1200,43,ansoparamedian fissure,1040,,/997/1024/1040/43/
ipf,f2f1f0,1201,49,intraparafloccular fissure,1040,,/997/1024/1040/49/
pms,f2f1f0,1202,57,paramedian sulcus,1040,,/997/1024/1040/57/
pfs,f2f1f0,1203,65,parafloccular sulcus,1040,,/997/1024/1040/65/
IPF,f2f1f0,1204,624,Interpeduncular fossa,1024,,/997/1024/624/
